,id,neighborhood,latitude,longitude,price,size_in_sqft,no_of_bedrooms,no_of_bathrooms,quality,maid_room,unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,maid_service,networked,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet
1880,7703561,Jumeirah Lake Towers,25.079569,55.150723,2400000,2798,3,5,Medium,True,False,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
1308,7664538,Arjan,25.06705,55.245559,720000,1052,2,2,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
696,7601610,Palm Jumeirah,25.111943,55.144174,2250000,2182,3,3,Medium,False,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
1709,7691439,Al Kifaf,25.233787,55.294217,2100000,1612,2,2,High,False,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,False,True,True,False
996,7637248,Dubai Silicon Oasis,25.119491,55.39684499999999,510000,936,2,3,Low,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
153,7360372,Downtown Dubai,25.198796,55.271342,2350000,1391,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1099,7649829,The Views,25.090953,55.16954200000001,1599999,1478,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1641,7686860,Dubai Marina,25.071077,55.125561,3690888,1747,3,3,Medium,False,True,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1902,7706389,Dubai Creek Harbour (The Lagoons),25.2065,55.34505600000001,2900000,1930,3,5,Medium,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
789,7612840,Discovery Gardens,25.044519,55.137291000000005,500000,861,1,2,Low,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
580,7586778,Al Barari,25.099422,55.31296700000001,3350000,3017,2,3,Low,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
703,7601859,Jumeirah Village Circle,25.051513,55.207733,993999,1163,2,3,Ultra,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,False,False,True,True,True,True,False,True,True,True,True
1212,7655935,City Walk,25.202965,55.260897,1400000,943,1,2,Medium,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True
1295,7663162,Dubai Marina,25.087251,55.145574,2000000,1290,2,3,Medium,False,False,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1592,7683016,International City,25.173301,55.402315,220000,484,0,1,Low,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1260,7660511,Old Town,25.189236,55.276133,2425000,1966,3,4,Medium,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
487,7563960,Jumeirah Lake Towers,25.078262,55.14866899999999,1400000,1680,2,4,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
559,7583761,Dubai Marina,25.082004,55.142441000000005,1400000,1302,2,3,Low,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
1141,7651890,Dubai Marina,25.086575,55.147768000000006,1975000,1386,2,3,Medium,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
1119,7650792,Jumeirah Village Circle,25.04866,55.20955,619490,851,1,2,Ultra,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True
801,7613348,Jumeirah Village Circle,25.048095,55.206373,906888,1110,2,3,Medium,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,True
512,7572983,Jumeirah,25.240419,55.25277,1290000,831,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
633,7592179,Palm Jumeirah,25.111088,55.143412,1700000,1997,2,2,Medium,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,True
1661,7687514,Jumeirah Village Circle,25.047618,55.211000000000006,1300000,1481,2,4,Low,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1704,7690950,Jumeirah Beach Residence,25.080327,55.13821899999999,3350000,3112,4,4,Medium,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False
1150,7652058,Palm Jumeirah,25.116492,55.141387,3499999,2281,3,4,Medium,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False
790,7612910,Palm Jumeirah,25.10355,55.168509,14570000,3236,3,4,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
116,7271812,Downtown Dubai,25.191753,55.27281800000001,1400000,860,1,2,Low,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
740,7605936,International City,25.161532,55.418,275000,732,1,2,Low,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1614,7684803,Dubai Marina,25.089393,55.147796,1350000,1330,2,3,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False
1081,7646319,Downtown Dubai,25.19752,55.270168000000005,950000,774,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
830,7617616,Jumeirah Beach Residence,25.072569,55.126527,1540000,640,1,2,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False
119,7274698,The Views,25.090953,55.16954200000001,1335000,1336,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
656,7596737,Jumeirah Beach Residence,25.082647,55.135003000000005,3750000,1968,3,5,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1814,7698639,DIFC,25.206412,55.275199,2400000,1782,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
635,7592202,Jumeirah Beach Residence,25.073146,55.13154,1275000,1381,2,2,Medium,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True
369,7522167,Jumeirah Village Circle,25.063841,55.210235,589000,844,1,2,Medium,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False
268,7484765,Palm Jumeirah,25.110724,55.139576,1250000,1355,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
655,7596697,Jumeirah Beach Residence,25.076944,55.134135,2650000,1198,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
935,7629362,Downtown Dubai,25.195542,55.26884,3110000,1550,3,3,Low,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
822,7616840,DIFC,25.211032,55.28205,3800000,2437,3,3,Medium,True,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
866,7622614,Dubai Hills Estate,25.107984,55.244923,1125000,844,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,7020315,Dubai Creek Harbour (The Lagoons),25.20573,55.34511,1800000,1582,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1373,7668151,Dubai Marina,25.086575,55.147768000000006,1430000,868,1,2,Medium,False,True,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
1671,7688380,Downtown Dubai,25.19752,55.270168000000005,1100000,744,1,2,Low,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
991,7636739,Jumeirah Village Circle,25.04866,55.20955,620000,800,1,2,High,True,False,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,False,True,False,True,False,True
876,7623454,Jumeirah Lake Towers,25.065886,55.138246,950000,1389,1,1,Medium,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
773,7610814,Jumeirah Village Circle,25.057022,55.198917,870000,1145,1,2,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
1219,7657237,Dubai Creek Harbour (The Lagoons),25.209767000000003,55.345908,1600000,1162,2,3,High,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False
1904,7706643,Jumeirah Lake Towers,25.07913,55.154713,760887,800,1,2,High,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False
